Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SalePrice
477,20,75,13125,6,5,1997,1998,215,1478,1493,2,0,3,1,7,1,1997,2,508,140,39,4,2008,208900
478,60,105,13693,9,5,2006,2006,772,2153,2643,2,1,3,1,9,1,2006,3,694,414,84,3,2007,380000
479,20,79,10637,8,5,2007,2008,336,1705,1718,2,0,3,1,7,1,2007,3,826,208,44,9,2009,297000
480,30,50,5925,4,7,1937,2000,435,907,1131,1,0,2,1,7,0,1995,2,672,0,72,3,2007,89471
481,20,98,16033,9,5,2004,2005,378,1833,1850,2,0,3,1,8,1,2004,3,772,519,112,3,2006,326000
482,20,72,11846,9,5,2003,2004,562,1792,1792,2,0,2,1,6,1,2003,3,874,206,49,8,2006,374000
483,70,50,2500,7,8,1915,2005,0,910,1826,1,1,4,1,7,1,1915,1,164,0,0,6,2009,155000
484,120,32,4500,6,5,1998,1998,116,1216,1216,2,0,2,1,5,0,1998,2,402,0,125,5,2006,164000
485,20,NA,7758,5,7,1962,2001,0,999,999,1,0,3,1,6,0,1963,1,264,0,132,3,2007,132500
486,20,80,9600,5,7,1950,2007,0,1113,1113,1,0,3,1,5,1,1950,1,264,0,80,7,2009,147000
487,20,79,10289,5,7,1965,1965,168,1073,1073,1,1,3,1,6,0,1965,2,515,0,0,6,2007,156000
488,20,70,12243,5,6,1971,1971,0,1484,1484,2,0,3,1,7,1,1971,2,487,224,0,2,2007,175000
489,190,60,10800,5,4,1900,1970,0,954,2414,2,0,3,2,10,1,1970,2,520,142,0,5,2006,160000
490,180,21,1526,4,8,1970,2002,0,630,630,1,0,1,1,3,0,1970,1,286,0,0,5,2009,86000
491,160,NA,2665,5,6,1976,1976,0,264,1304,1,1,3,1,4,1,1976,1,336,141,24,6,2008,115000
492,50,79,9490,6,7,1941,1950,0,806,1578,1,0,3,1,5,2,1941,1,240,0,0,8,2006,133000
493,60,105,15578,6,5,2006,2006,0,728,1456,2,1,3,1,8,0,2006,2,429,0,0,5,2006,172785
494,20,70,7931,5,6,1960,1960,0,1269,1269,1,1,3,1,6,1,1964,1,308,0,0,6,2008,155000
495,30,50,5784,5,8,1938,1996,0,190,886,1,0,2,1,4,0,1938,1,273,144,20,12,2009,91300
496,30,60,7879,4,5,1920,1950,0,720,720,1,0,2,1,4,0,NA,0,0,0,523,11,2009,34900
497,20,NA,12692,8,5,1992,1993,0,3200,3228,3,0,4,1,10,1,1992,2,546,264,75,5,2007,430000
498,50,60,9120,7,6,1925,1950,0,1026,1820,2,0,4,1,8,0,1925,1,240,0,100,6,2008,184000
499,20,65,7800,5,7,1967,2004,89,864,899,1,0,3,1,5,0,1967,1,288,64,0,6,2009,130000
500,20,70,7535,5,7,1958,1985,0,912,912,1,0,2,1,5,0,1958,1,297,12,285,6,2007,120000
501,160,21,1890,6,5,1973,1973,285,672,1218,1,1,3,1,7,0,1973,1,264,144,28,5,2007,113000
502,60,75,9803,7,5,2005,2005,0,866,1768,2,1,3,1,7,0,2005,2,603,0,108,2,2008,226700
503,20,70,9170,5,7,1965,1965,0,1214,1214,1,0,2,1,6,0,1965,2,461,0,0,4,2007,140000
504,20,100,15602,7,8,1959,1997,0,1501,1801,2,0,1,1,6,2,1959,2,484,0,54,3,2010,289000
505,160,24,2308,6,5,1974,1974,0,855,1322,2,1,3,1,6,1,1974,2,440,260,0,6,2009,147000
506,90,60,7596,5,5,1952,1952,360,960,1960,2,0,4,2,10,0,1952,2,400,0,0,7,2009,124500
507,60,80,9554,8,5,1993,1994,125,777,1911,2,1,3,1,8,1,1993,2,471,182,81,9,2006,215000
508,20,75,7862,6,5,2009,2009,0,1218,1218,2,0,2,1,4,0,2009,2,676,0,102,9,2009,208300
509,70,60,9600,7,9,1928,2005,0,689,1378,2,0,3,1,7,1,1928,2,360,0,0,10,2008,161000
510,20,80,9600,5,6,1959,1959,132,1041,1041,1,0,3,1,6,0,1959,1,270,224,88,7,2009,124500
511,20,75,14559,5,7,1951,2000,70,1008,1363,1,0,2,1,6,2,1951,1,288,324,42,6,2009,164900
512,120,40,6792,7,5,2005,2006,94,1368,1368,2,0,2,1,6,1,2005,2,474,132,35,3,2006,202665
513,20,70,9100,5,5,1958,1958,0,864,864,1,0,3,1,5,0,1964,2,624,0,0,7,2006,129900
514,20,71,9187,6,5,1983,1983,0,1084,1080,1,1,3,1,5,0,1983,2,484,120,0,6,2007,134000
515,45,55,10594,5,5,1926,1950,0,768,789,1,0,2,1,5,0,1926,1,200,0,0,6,2007,96500
516,20,94,12220,10,5,2009,2009,305,2006,2020,2,1,3,1,9,1,2009,3,900,156,54,9,2009,402861
517,80,NA,10448,6,6,1972,1972,333,689,2119,2,1,3,1,7,1,1972,2,583,0,104,8,2009,158000
518,60,79,10208,7,5,1996,1997,921,1264,2344,2,1,3,1,7,1,1996,3,889,220,0,7,2009,265000
519,60,NA,9531,6,5,1998,1998,0,794,1796,2,1,3,1,7,0,1998,2,546,0,36,5,2007,211000
520,70,53,10918,7,9,1926,2004,0,1276,2080,1,1,3,1,9,2,1926,1,282,0,0,6,2009,234000
521,190,60,10800,4,7,1900,2000,0,0,1294,2,0,3,2,7,0,NA,0,0,220,114,8,2008,106250
522,20,90,11988,6,6,1957,1957,0,1244,1244,1,1,3,1,6,2,1957,1,336,0,40,5,2007,150000
523,50,50,5000,6,7,1947,1950,0,1004,1664,2,0,3,1,7,2,1950,2,420,0,24,10,2006,159000
524,60,130,40094,10,5,2007,2008,762,3138,4676,3,1,3,1,11,1,2007,3,884,208,406,10,2007,184750
525,60,95,11787,7,5,1996,1997,594,1379,2398,2,1,3,1,8,1,1996,3,834,239,60,8,2007,315750
526,20,62,7500,7,5,2005,2005,0,1257,1266,2,0,3,1,6,1,2005,2,453,38,144,4,2006,176000
527,20,70,13300,5,7,1956,2000,0,928,928,1,0,2,1,4,0,1956,1,252,261,0,6,2007,132000
528,60,67,14948,9,5,2008,2008,268,1452,2713,2,1,3,1,11,1,2008,3,858,126,66,11,2008,446261
529,30,58,9098,4,7,1920,2002,0,528,605,1,0,2,1,5,0,NA,0,0,0,0,7,2007,86000
530,20,NA,32668,6,3,1957,1975,NA,2035,2515,3,0,4,2,9,2,1975,2,484,0,0,3,2007,200624
531,80,85,10200,6,5,1988,1989,219,1461,1509,2,0,3,1,5,1,1988,2,600,224,0,8,2008,175000
532,70,60,6155,6,8,1920,1999,0,611,1362,2,0,3,1,6,0,1920,2,502,0,0,6,2008,128000
533,20,60,7200,5,7,1955,2007,0,0,827,1,0,2,1,5,1,1967,1,392,0,0,4,2010,107500
534,20,50,5000,1,3,1946,1950,0,0,334,1,0,1,1,2,0,NA,0,0,0,0,1,2007,39300
535,60,74,9056,8,5,2004,2004,0,707,1414,2,1,3,1,6,1,2004,2,403,100,35,10,2006,178000
536,190,70,7000,5,7,1910,1991,0,1117,1347,1,0,3,1,5,0,NA,0,0,85,0,1,2008,107500
537,60,57,8924,7,5,1998,1999,0,880,1724,2,1,3,1,8,0,1998,2,527,120,155,7,2008,188000
538,20,NA,12735,4,5,1972,1972,0,864,864,1,0,3,1,5,0,1980,2,576,216,0,4,2008,111250
539,20,NA,11553,5,5,1968,1968,188,1051,1159,1,1,3,1,7,1,1968,1,336,466,0,7,2006,158000
540,20,NA,11423,8,5,2001,2002,479,1581,1601,2,0,3,1,6,1,2001,2,670,180,0,5,2010,272000
541,20,85,14601,9,5,2006,2006,584,1838,1838,2,0,2,1,8,1,2006,3,765,270,68,3,2009,315000
542,60,NA,11000,8,5,2000,2000,72,969,2285,2,1,4,1,8,1,2000,3,648,0,56,6,2007,248000
543,20,78,10140,7,5,1998,1999,0,1650,1680,2,0,3,1,7,1,1998,2,583,78,73,6,2009,213250
544,120,34,4058,7,5,1998,1998,182,723,767,1,0,1,1,4,0,1998,1,367,120,40,6,2007,133000
545,60,58,17104,7,5,2006,2006,0,654,1496,2,1,3,1,7,1,2006,2,426,100,24,9,2006,179665
546,50,NA,13837,7,5,1988,1988,178,1204,2183,2,1,4,1,9,0,1988,3,786,0,0,2,2006,229000
547,50,70,8737,6,7,1923,1950,0,1065,1635,1,1,3,1,6,1,1950,2,440,0,38,5,2007,210000
548,85,54,7244,5,7,1970,1970,0,768,768,1,0,2,1,5,0,1987,2,624,104,0,4,2007,129500
549,20,49,8235,5,7,1955,1995,0,825,825,1,0,2,1,4,0,1963,2,720,140,50,6,2008,125000
550,60,75,9375,7,5,2003,2004,0,912,2094,2,1,4,1,8,1,2003,2,615,182,182,11,2009,263000
551,120,53,4043,6,6,1977,1977,0,1069,1069,2,0,2,1,4,0,1977,2,440,0,55,10,2008,140000
552,20,50,6000,5,6,1957,1957,0,928,928,1,0,3,1,5,0,1957,1,288,0,0,6,2008,112500
553,20,87,11146,8,5,2006,2006,250,1709,1717,2,0,3,1,7,1,2006,3,908,169,39,7,2009,255500
554,20,67,8777,4,5,1949,2003,0,0,1126,2,0,2,1,5,0,2002,2,520,0,96,5,2009,108000
555,60,85,10625,7,5,2003,2004,292,998,2046,2,1,3,1,8,1,2003,3,871,320,62,8,2008,284000
556,45,58,6380,5,6,1922,1950,0,993,1048,1,0,2,1,5,1,1922,1,280,0,0,8,2006,113000
557,20,69,14850,5,5,1957,1957,0,1092,1092,1,0,2,1,6,1,1957,1,299,268,0,5,2006,141000
558,50,60,11040,4,6,1920,1950,0,637,1336,1,1,3,1,7,0,1994,1,570,0,47,9,2006,108000
559,60,57,21872,7,5,1996,1997,0,729,1446,2,1,3,1,6,1,1996,2,406,264,22,8,2008,175000
560,120,NA,3196,7,5,2003,2004,18,1374,1557,2,0,2,1,7,1,2003,2,420,143,20,10,2006,234000
561,20,NA,11341,5,6,1957,1996,180,1392,1392,1,1,3,1,5,1,1957,2,528,0,0,5,2010,121500
562,20,77,10010,5,5,1974,1975,0,1389,1389,1,0,2,1,6,1,1975,2,418,240,38,4,2006,170000
563,30,63,13907,5,6,1940,1969,0,996,996,1,0,3,1,6,1,NA,0,0,144,0,7,2008,108000
564,50,66,21780,6,7,1918,1950,0,1163,1674,2,0,4,1,8,1,1955,2,396,72,36,7,2008,185000
565,60,NA,13346,7,5,1992,2000,0,1095,2295,2,1,4,1,9,1,1992,2,590,0,40,7,2006,268000
566,70,66,6858,6,4,1915,1950,0,806,1647,1,1,4,1,6,0,1920,1,216,0,66,5,2010,128000
567,60,77,11198,9,5,2005,2007,245,1122,2504,2,1,4,1,11,1,2005,3,656,144,39,6,2008,325000
568,20,70,10171,7,5,2004,2004,168,1517,1535,2,0,3,1,7,0,2004,2,532,0,0,3,2010,214000
569,50,79,12327,8,8,1983,2009,0,1496,2132,1,1,1,1,5,1,1983,2,612,349,40,9,2009,316600
570,90,NA,7032,5,5,1979,1979,0,943,943,1,0,2,1,4,2,1979,2,600,42,0,12,2006,135960
571,90,74,13101,5,5,1965,1965,108,1728,1728,2,0,6,2,10,0,1987,2,576,0,0,11,2008,142600
572,20,60,7332,6,6,1959,1959,207,864,864,1,0,2,1,4,0,1959,1,288,168,0,10,2006,120000
573,60,83,13159,7,5,2009,2009,0,846,1692,2,1,3,1,6,0,2009,2,650,208,114,7,2009,224500
574,80,76,9967,7,5,2000,2000,0,384,1430,2,1,3,1,8,1,2000,2,400,100,0,12,2007,170000
575,80,70,10500,5,7,1971,2005,82,372,1109,1,0,3,1,5,0,1971,1,288,35,0,12,2007,139000
576,50,80,8480,5,5,1947,1950,0,832,1216,1,0,2,1,6,0,1947,1,336,158,0,10,2008,118500
577,50,52,6292,7,7,1928,1950,0,861,1477,2,0,3,1,6,1,1928,1,216,0,50,8,2009,145000
578,80,96,11777,5,6,1966,1966,97,1164,1320,1,0,3,1,6,2,1966,2,564,160,68,5,2006,164500
579,160,34,3604,7,5,2007,2007,0,689,1392,2,0,2,1,5,0,2007,2,540,0,102,2,2008,146000
580,50,81,12150,5,5,1954,1954,335,1050,1795,2,0,4,1,7,0,1954,1,352,0,0,11,2008,131500
581,20,NA,14585,6,6,1960,1987,85,1144,1429,1,0,3,1,7,2,1960,2,572,216,110,6,2007,181900
582,20,98,12704,8,5,2008,2009,306,2042,2042,2,1,3,1,8,1,2009,3,1390,0,90,8,2009,253293
583,90,81,11841,6,5,1990,1990,104,816,816,1,0,3,1,5,0,NA,0,0,0,32,5,2007,118500
584,75,75,13500,10,9,1893,2000,0,1237,2775,3,1,3,1,9,1,1988,2,880,105,502,7,2008,325000
585,50,51,6120,4,7,1935,1995,0,884,1573,1,0,3,1,6,0,1935,1,240,0,0,7,2009,133000
586,20,88,11443,8,5,2005,2006,208,1868,2028,2,0,2,1,7,2,2005,3,880,326,66,3,2006,369900
587,30,55,10267,6,7,1918,2000,0,816,838,1,0,2,1,5,0,1961,1,275,0,0,5,2008,130000
588,85,74,8740,5,6,1982,1982,0,840,860,1,0,2,1,4,0,1996,2,528,0,0,7,2009,137000
589,20,65,25095,5,8,1968,2003,0,1437,1473,1,0,1,1,5,2,1968,1,452,0,48,6,2009,143000
590,40,50,9100,5,6,1930,1960,0,742,935,1,0,2,1,4,0,1988,1,308,0,0,8,2008,79500
591,60,64,8320,7,5,2004,2004,0,770,1582,2,1,3,1,6,0,2004,2,520,0,45,9,2008,185900
592,60,97,13478,10,5,2008,2008,420,1722,2296,2,1,3,1,10,1,2008,3,842,382,274,6,2009,451950
593,20,60,6600,5,8,1982,2003,0,816,816,1,0,2,1,4,0,1985,2,816,0,0,6,2008,138000
594,120,NA,4435,6,5,2003,2003,170,848,848,1,0,1,1,4,0,2003,2,420,140,0,5,2009,140000
595,20,88,7990,5,6,1975,1975,0,924,924,1,0,3,1,5,0,1981,1,280,0,0,4,2008,110000
596,20,69,11302,8,5,2005,2006,238,1814,1826,2,0,3,1,7,1,2005,3,758,180,75,8,2006,319000
597,70,60,3600,6,7,1910,1993,0,684,1368,1,0,3,1,7,0,1930,1,216,0,158,10,2006,114504
598,120,53,3922,7,5,2006,2007,72,1258,1402,0,2,2,1,7,1,2006,3,648,120,16,2,2007,194201
599,20,80,12984,5,6,1977,1977,459,1430,1647,2,0,3,1,7,1,1977,2,621,0,0,3,2006,217500
600,160,24,1950,6,6,1980,1980,0,716,1556,2,1,3,1,6,1,1980,2,452,161,0,7,2008,151000
601,60,74,10927,8,5,2005,2005,280,1058,1904,2,1,3,1,8,1,2003,2,736,179,60,6,2006,275000
602,50,50,9000,6,6,1937,1950,0,780,1375,1,1,3,1,6,1,1979,1,544,0,162,12,2007,141000
603,60,80,10041,8,5,1992,1992,0,908,1915,2,1,3,1,8,1,1992,2,506,120,150,2,2006,220000
604,160,30,3182,7,5,2004,2005,0,600,1200,2,1,2,1,4,0,2004,2,480,0,172,6,2010,151000
605,20,88,12803,7,5,2002,2002,99,1494,1494,2,0,3,1,6,1,2002,2,530,192,36,9,2008,221000
606,60,85,13600,7,6,1965,1990,176,768,1986,2,1,3,1,7,3,1965,2,486,0,42,10,2009,205000
607,20,82,12464,5,5,1996,1996,0,1040,1040,1,0,3,1,6,0,2000,2,576,168,0,11,2009,152000
608,20,78,7800,5,8,1948,2002,0,896,2008,3,0,3,1,8,0,1948,1,230,103,0,8,2006,225000
609,70,78,12168,8,6,1934,1998,0,965,3194,2,1,4,1,10,2,1934,2,380,0,0,9,2007,359100
610,20,61,7943,4,5,1961,1961,192,1029,1029,1,0,3,1,5,0,1961,1,261,64,0,4,2007,118500
611,60,NA,11050,9,5,2000,2000,204,1440,2153,2,1,3,1,8,2,2000,3,736,253,142,5,2009,313000
612,80,NA,10395,6,6,1978,1978,233,1032,1032,2,0,3,1,6,1,1978,2,564,0,0,7,2007,148000
613,60,NA,11885,8,5,2001,2001,108,1299,1872,2,1,3,1,7,1,2001,2,531,160,122,11,2009,261500
614,20,70,8402,5,5,2007,2007,0,1120,1120,1,0,3,1,6,0,NA,0,0,0,30,12,2007,147000
615,180,21,1491,4,6,1972,1972,0,630,630,1,0,1,1,3,0,NA,0,0,96,24,5,2010,75500
616,85,80,8800,6,7,1963,1963,156,936,1054,1,0,3,1,6,0,1963,2,480,120,0,5,2010,137500
617,60,NA,7861,6,5,2002,2003,0,783,1509,2,1,3,1,7,1,2002,2,393,100,75,6,2006,183200
618,45,59,7227,6,6,1954,1954,0,832,832,1,0,2,1,4,0,1962,2,528,0,0,6,2008,105500
619,20,90,11694,9,5,2007,2007,452,1822,1828,2,0,3,1,9,1,2007,3,774,0,108,7,2007,314813
620,60,85,12244,8,5,2003,2003,226,1482,2262,2,1,4,1,10,2,2003,3,749,168,0,8,2008,305000
621,30,45,8248,3,3,1914,1950,0,864,864,1,0,2,1,5,0,NA,0,0,0,0,9,2008,67000
622,60,90,10800,6,7,1974,1997,0,1522,2614,2,1,4,1,9,1,1974,2,624,38,243,6,2008,240000
623,20,71,7064,5,6,1977,1977,153,980,980,1,0,3,1,6,0,1986,2,484,192,0,7,2009,135000
624,160,NA,2117,6,5,2000,2000,513,756,1512,2,1,2,1,4,1,2000,2,440,0,32,6,2007,168500
625,60,80,10400,6,5,1972,1972,288,732,1790,1,2,4,1,8,1,1972,2,484,148,0,11,2006,165150
626,20,87,10000,6,6,1962,1962,261,1116,1116,1,1,3,1,5,0,1962,2,440,0,0,2,2010,160000
627,20,NA,12342,5,5,1960,1978,0,978,1422,1,0,3,1,6,1,1960,1,286,0,0,8,2007,139900
628,80,80,9600,6,6,1955,1972,164,1156,1520,1,0,3,1,7,2,1955,1,364,0,0,3,2010,153000
629,60,70,11606,5,5,1969,1969,192,1040,2080,1,2,5,1,9,2,1969,2,504,335,0,9,2007,135000
630,80,82,9020,6,5,1964,1964,259,1248,1350,1,1,3,1,6,0,1964,2,520,176,0,6,2008,168500
631,70,50,9000,5,6,1880,1991,0,636,1750,1,0,3,1,8,0,1937,1,240,0,0,6,2006,124000
632,120,34,4590,8,5,2006,2006,108,1554,1554,2,0,2,1,6,1,2006,2,627,156,73,8,2007,209500
633,20,85,11900,7,5,1977,1977,209,1386,1411,2,0,3,1,6,1,1977,2,544,192,0,4,2009,82500
634,20,80,9250,5,7,1954,2005,0,1056,1056,1,0,3,1,6,0,1954,1,260,390,0,7,2007,139400
635,90,64,6979,6,5,1980,1980,0,1056,1056,0,0,0,2,4,0,1980,2,576,264,56,6,2010,144000
636,190,60,10896,6,7,1914,1995,0,1440,3395,2,0,8,2,14,0,NA,0,0,0,110,3,2007,200000
637,30,51,6120,2,3,1936,1950,0,264,800,1,0,1,1,4,1,NA,0,0,0,0,1,2009,60000
638,190,50,6000,5,4,1954,1954,0,811,1387,2,0,3,2,7,0,1954,1,256,0,0,11,2009,93000
639,30,67,8777,5,7,1910,1950,0,796,796,1,0,2,1,4,0,NA,0,0,328,0,5,2008,85000
640,120,53,3982,8,5,2006,2006,0,1520,1567,2,0,1,1,7,1,2006,3,648,312,0,10,2006,264561
641,120,62,12677,8,5,2003,2004,472,1518,1518,1,1,1,1,6,1,2003,2,588,185,140,4,2008,274000
642,60,NA,7050,7,5,2001,2001,0,1057,1929,2,1,3,1,7,1,2001,2,650,0,235,5,2007,226000
643,80,75,13860,8,7,1972,1995,0,1952,2704,2,1,4,1,9,3,1972,2,538,269,111,7,2009,345000
644,60,80,10793,5,5,1969,1969,263,780,1620,2,1,4,1,7,0,1969,2,462,208,0,4,2007,152000
645,20,85,9187,9,5,2009,2009,162,1766,1766,2,1,2,1,7,1,2009,3,478,195,130,10,2009,370878
646,20,NA,10530,6,5,1971,1971,0,981,981,1,1,3,1,5,0,1979,2,576,0,312,3,2007,143250
647,20,60,7200,5,5,1950,1950,0,0,1048,1,0,3,1,7,0,1950,2,420,0,27,7,2008,98300
648,20,85,10452,6,5,1953,1953,216,1094,1094,1,0,3,1,5,2,1953,2,495,0,0,6,2008,155000
649,60,70,7700,6,5,1966,1966,351,756,1839,1,1,4,1,7,1,1966,2,442,0,124,6,2010,155000
650,180,21,1936,4,6,1970,1970,0,630,630,1,0,1,1,3,0,NA,0,0,0,0,12,2007,84500
651,60,65,8125,7,6,2007,2007,NA,813,1665,2,1,3,1,7,0,2007,2,562,0,0,5,2008,205950
652,70,60,9084,4,5,1940,1950,0,755,1510,1,0,4,1,7,1,1940,1,296,120,0,10,2009,108000
653,60,70,8750,7,5,1996,1996,0,880,1716,2,1,2,1,7,1,1996,2,512,0,120,7,2009,191000
654,50,60,10320,6,7,1906,1995,0,756,1469,1,0,3,1,7,0,1906,1,216,57,0,6,2008,135000
655,20,91,10437,8,6,1995,1995,660,2109,2113,2,1,2,1,7,1,1995,3,839,236,46,8,2008,350000
656,160,21,1680,6,5,1971,1971,381,525,1092,1,1,3,1,6,0,1971,1,264,0,0,3,2010,88000
657,20,72,10007,5,7,1959,2006,54,1053,1053,1,1,3,1,5,0,1959,1,312,0,0,8,2008,145500
658,70,60,7200,7,6,1931,2000,0,776,1502,1,1,3,1,6,1,1931,1,270,0,0,2,2008,149000
659,50,78,17503,6,5,1948,1950,0,912,1458,1,0,3,1,6,1,1948,1,330,192,0,1,2010,97500
660,20,75,9937,5,7,1964,1999,0,1486,1486,1,0,3,1,7,0,1968,2,480,0,0,3,2009,167000
661,60,NA,12384,7,7,1976,1976,233,793,1935,2,1,3,1,7,1,1976,2,550,0,113,11,2007,197900
662,60,52,46589,8,7,1994,2005,528,1629,2448,2,1,4,1,8,1,1994,3,711,517,76,7,2009,402000
663,20,120,13560,6,3,1968,1968,216,1392,1392,1,0,2,1,5,2,1968,2,576,0,0,7,2009,110000
664,85,90,10012,4,5,1972,1972,0,1138,1181,2,0,3,1,6,0,1974,2,588,0,0,4,2008,137500
665,20,49,20896,8,5,2005,2006,0,2077,2097,1,1,1,1,8,1,2005,3,1134,192,267,1,2006,423000
666,60,106,11194,8,5,2000,2000,40,1406,1936,2,1,3,1,7,1,2000,2,504,188,124,11,2006,230500
667,60,NA,18450,6,5,1965,1979,113,1021,2380,2,1,3,1,7,1,1965,2,596,0,265,8,2007,129000
668,20,65,8125,6,5,1994,1998,258,1408,1679,2,0,3,1,7,1,1994,2,575,224,42,10,2008,193500
669,20,NA,14175,5,6,1956,1987,0,1188,1437,1,1,3,1,6,1,1999,2,576,304,0,11,2006,168000
670,30,80,11600,4,5,1922,1950,0,700,1180,1,0,2,1,5,1,1922,1,252,0,0,7,2006,137500
671,60,64,8633,6,5,2005,2005,0,738,1476,2,1,3,1,7,0,2005,2,540,100,35,2,2009,173500
672,70,54,6629,6,6,1925,1950,0,672,1369,2,0,3,1,6,0,1930,1,300,147,0,7,2009,103600
673,20,NA,11250,6,6,1977,1977,0,1208,1208,1,1,3,1,6,1,1977,2,546,198,42,6,2006,165000
674,20,110,14442,6,7,1957,2004,106,1477,1839,2,0,3,1,7,2,1957,2,416,0,87,6,2007,257500
675,20,80,9200,6,6,1965,1965,0,1136,1136,1,0,3,1,5,1,1965,1,384,426,0,7,2008,140000
676,160,24,2289,6,6,1978,1978,0,855,1441,2,1,3,1,7,1,1978,2,440,28,0,4,2009,148500
677,70,60,9600,4,2,1900,1950,0,1095,1774,2,0,4,2,8,0,1920,3,779,0,0,5,2006,87000
678,30,52,9022,5,8,1924,2006,0,768,792,1,0,2,1,5,0,1924,1,240,316,0,5,2009,109500
679,20,80,11844,8,5,2008,2008,464,2046,2046,2,1,3,1,7,1,2008,3,834,322,82,7,2009,372500
680,20,NA,9945,5,5,1961,1961,57,988,988,1,0,3,1,5,0,1963,2,572,0,0,10,2007,128500
681,120,50,8012,6,5,1980,1980,0,923,923,2,0,2,1,5,1,1980,1,264,80,0,5,2010,143000
682,50,55,4500,5,5,1932,2000,0,793,1520,1,0,3,1,6,0,1968,1,281,0,0,7,2009,159434
683,120,NA,2887,6,5,1996,1997,0,1291,1291,1,0,2,1,6,1,1996,2,431,307,0,11,2008,173000
684,20,90,11248,9,5,2002,2002,215,1626,1668,2,0,3,1,7,1,2002,3,702,257,45,7,2007,285000
685,60,58,16770,7,5,1998,1998,30,1195,1839,2,1,4,1,7,0,1998,2,486,0,81,6,2010,221000
686,160,NA,5062,7,5,1984,1984,0,1190,2090,2,0,3,1,6,1,1984,2,577,219,0,9,2007,207500
687,60,84,10207,7,6,2007,2007,0,874,1761,3,0,3,1,7,0,2007,2,578,144,105,8,2007,227875
688,160,NA,5105,7,5,2004,2004,0,551,1102,2,1,2,1,4,0,2004,2,480,0,60,3,2007,148800
689,20,60,8089,8,6,2007,2007,0,1419,1419,2,0,2,1,7,1,2007,2,567,140,0,10,2007,392000
690,120,61,7577,6,5,2005,2006,256,1362,1362,2,0,2,1,6,1,2005,2,460,192,28,6,2007,194700
691,120,NA,4426,6,5,2004,2004,147,848,848,1,0,1,1,3,1,2004,2,420,149,0,5,2008,141000
692,60,104,21535,10,6,1994,1995,1170,2444,4316,3,1,4,1,10,2,1994,3,832,382,50,1,2007,755000
693,60,42,26178,7,5,1989,1990,293,1210,2519,2,1,4,1,9,2,1989,2,628,320,27,4,2006,335000
694,30,60,5400,5,6,1921,1968,0,1073,1073,1,0,2,1,4,0,1968,1,326,0,0,12,2006,108480
695,50,51,6120,5,6,1936,1950,0,927,1539,1,1,3,1,5,0,1995,2,576,112,0,4,2009,141500
696,20,54,13811,6,6,1987,1987,72,1112,1137,2,0,2,1,5,1,1987,2,551,125,0,7,2006,176000
697,30,50,6000,5,7,1921,1950,0,616,616,1,0,2,1,4,0,1921,1,205,0,0,6,2006,89000
698,20,57,6420,5,7,1952,1952,0,980,1148,1,0,2,1,6,0,1952,1,308,0,0,9,2006,123500
699,20,65,8450,5,8,1965,2009,0,894,894,1,0,3,1,5,1,1973,1,336,416,144,4,2010,138500
700,120,59,4282,7,5,2004,2004,0,1391,1391,2,0,2,1,5,0,2004,2,530,156,158,7,2008,196000
701,20,85,14331,8,5,2002,2002,630,1800,1800,2,0,3,1,7,1,2002,3,765,270,78,5,2006,312500
702,20,80,9600,7,5,1969,1969,168,1164,1164,1,1,3,1,6,0,1969,2,528,0,0,7,2006,140000
703,60,82,12438,8,5,2006,2006,466,1234,2576,2,1,4,1,10,1,2006,3,666,324,100,7,2006,361919
704,190,76,7630,5,9,1900,1996,0,360,1812,2,0,4,2,8,1,1999,2,672,344,0,5,2010,140000
705,20,70,8400,7,5,2004,2005,109,1473,1484,2,0,3,1,7,0,2004,2,606,0,35,5,2010,213000
706,190,70,5600,4,5,1930,1950,0,0,1092,2,0,3,2,7,0,NA,0,0,0,0,7,2010,55000
707,20,NA,115149,7,5,1971,2002,351,1643,1824,2,0,2,1,5,2,1971,2,739,380,48,6,2007,302000
708,120,48,6240,8,5,2006,2006,176,1324,1324,2,0,2,1,6,1,2006,2,550,192,38,12,2009,254000
709,60,65,9018,7,5,2007,2007,0,728,1456,2,1,3,1,8,1,2007,2,400,100,24,7,2007,179540
710,20,NA,7162,5,7,1966,1966,41,876,904,1,0,3,1,6,0,1966,1,408,0,0,12,2008,109900
711,30,56,4130,3,6,1935,2003,0,270,729,1,0,2,1,5,0,NA,0,0,0,0,7,2008,52000
712,50,66,8712,4,7,1900,1950,0,859,1178,1,0,2,1,7,0,1964,1,384,68,0,1,2010,102776
713,120,40,4671,8,5,1988,1989,0,1228,1228,2,0,2,1,5,1,1988,2,472,168,120,10,2008,189000
714,190,60,9873,4,5,1970,1970,160,960,960,1,0,3,1,6,0,1970,2,576,0,288,5,2006,129000
715,60,NA,13517,6,8,1976,2005,289,725,1479,2,1,3,1,6,0,1976,2,475,0,44,3,2010,130500
716,20,78,10140,6,5,1974,1974,174,1064,1350,2,0,3,1,7,1,1974,2,478,0,0,8,2009,165000
